Reward Definition 1-avg,Reward Definition 2-avg,Reward Definition 3-avg,Reward Definition 1-sd,Reward Definition 2-sd,Reward Definition 3-sd
75.49553165,70.69476665,60.6473987,0.907364148,2.937514054,8.837018245
74.93028944,70.7254818,59.30149106,1.022789463,2.990550026,6.871708411
75.47744345,70.51094874,59.34475781,0.887894599,1.69766638,6.931359817
75.43269486,68.76395975,57.24827665,0.842806057,0.729282644,4.589225759
73.17517612,67.65559606,55.93944529,1.161081825,2.579632902,4.193640612
73.17517612,68.28762895,54.99425647,1.161081825,4.138932241,4.633463616
73.62162676,68.25105131,55.70266493,1.234532357,6.381991188,4.249233508
74.94837764,68.83903303,55.70266493,1.05391757,5.484400163,4.249233508
74.29561573,68.83903303,55.70266493,0.144085315,5.484400163,4.249233508
74.29561573,69.95536714,55.70266493,0.144085315,3.945154395,4.249233508
73.8444325,70.87731903,55.70266493,0.872708149,3.035584522,4.249233508
74.94837764,71.33621007,55.70266493,1.05391757,2.820525932,4.249233508
74.27438867,71.90761576,55.70266493,1.983409888,2.855401945,4.249233508
74.94837764,71.90761576,55.70266493,1.05391757,2.855401945,4.249233508
74.94837764,71.17644167,55.70266493,1.05391757,2.093931745,4.249233508
74.21155188,71.17644167,55.70266493,1.894921908,2.093931745,4.249233508
73.62162676,71.90761576,55.70266493,1.234532357,2.855401945,4.249233508
73.62162676,71.84470763,55.70266493,1.234532357,2.77541852,4.249233508
74.21155188,70.8144109,55.3308988,1.894921908,2.927449224,4.412668022
73.62162676,70.84566194,55.70266493,1.234532357,2.981160385,4.249233508
73.62162676,70.53614955,55.70266493,1.234532357,3.145867717,4.249233508
74.10264043,69.83642437,55.17892192,2.069348109,1.934170263,4.973695937
74.16547722,69.93702353,55.35640114,2.155439231,1.928814118,4.721132425
74.21155188,70.60528949,55.17892192,1.894921908,3.086017587,4.973695937
73.5773234,70.60528949,55.53292964,1.205470647,3.086017587,4.476731538
74.16547722,70.87731903,54.81205137,2.155439231,3.035584522,3.350826492
73.40883497,71.87595867,55.53292964,1.494127347,2.814909003,4.476731538
73.46841195,71.87595867,54.81205137,1.391907975,2.814909003,3.350826492
73.51271531,71.84470763,54.81205137,1.422249591,2.77541852,3.350826492
73.44339303,71.87595867,54.81205137,1.376369069,2.814909003,3.350826492
73.06626467,71.87595867,54.81205137,1.304210107,2.814909003,3.350826492
73.06626467,71.90761576,54.39036518,1.304210107,2.855401945,2.74192096
73.0019551,71.90761576,54.39036518,1.38789226,2.855401945,2.74192096
73.0019551,71.90761576,54.39036518,1.38789226,2.855401945,2.74192096
73.0019551,71.90761576,54.39036518,1.38789226,2.855401945,2.74192096
73.45313832,71.90761576,54.39036518,1.525031475,2.855401945,2.74192096
73.45313832,71.90761576,54.81205137,1.525031475,2.855401945,3.350826492
73.45313832,71.90761576,55.53292964,1.525031475,2.855401945,4.476731538
73.45313832,71.90761576,55.53292964,1.525031475,2.855401945,4.476731538
73.45313832,71.90761576,55.53292964,1.525031475,2.855401945,4.476731538
74.04306345,71.90761576,55.53292964,2.16577159,2.855401945,4.476731538
73.45313832,71.90761576,55.53292964,1.525031475,2.855401945,4.476731538
73.40883497,71.90761576,55.53292964,1.494127347,2.855401945,4.476731538
73.40883497,71.90761576,55.53292964,1.494127347,2.855401945,4.476731538
73.40883497,71.90761576,55.53292964,1.494127347,2.855401945,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.90761576,55.53292964,1.494127347,2.855401945,4.476731538
73.40883497,71.90761576,55.53292964,1.494127347,2.855401945,4.476731538
73.40883497,71.90761576,55.53292964,1.494127347,2.855401945,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
73.40883497,71.33621007,55.53292964,1.494127347,2.820525932,4.476731538
69.55844169,61.08527472,54.19531251,2.411172188,5.443713237,4.254566022
69.19325184,60.12342636,57.52232588,5.596781876,5.67712148,5.092987869
68.92294406,61.55510375,57.70451174,3.943914546,4.927897726,4.535188122
66.83922951,59.74144193,56.93212911,4.939355193,1.387898021,2.130279759
66.20170453,62.67159602,56.07277073,5.344968307,1.970927932,4.472882282
67.11065545,61.58961327,55.57751268,6.442379065,1.978963731,3.927106873
66.04118679,60.91602052,55.45304903,6.050014407,0.576316191,4.120010254
64.55580335,61.66798661,55.54790718,5.758186912,1.917850349,3.320796717
63.15251239,61.4409885,55.85008343,5.752314321,0.907020452,4.183452336
64.24508585,63.11158663,55.77186503,8.698480784,2.361225685,3.90851137
66.42078636,61.55537279,54.83603028,6.029111087,2.43934807,3.070100678
64.8472564,63.42077611,56.97335,8.198590693,2.705871255,3.633439225
63.41923355,61.4409885,55.62345813,8.879336114,0.907020452,3.98544196
64.52452827,61.38483606,56.85753356,8.434413936,0.913135804,4.751521627
63.67963753,61.99675395,55.18697128,6.252446474,4.164899897,3.240069764
63.31450405,59.88887718,55.5964824,6.192295412,2.63766049,3.947297041
65.8470759,61.05468867,56.35635424,7.261766944,0.987187323,4.717231138
64.28059315,61.20752835,56.73534081,6.4716858,1.372579129,0.877641451
66.8262146,60.42215524,56.92681639,5.955168384,1.214313329,1.053536339
65.49208103,59.9011398,57.25142832,6.177619695,3.193368858,1.486010418
64.39982706,61.90336152,57.97810216,4.288484179,3.407476709,1.923793713
64.79160815,60.29385353,57.25142832,4.965862295,3.225892912,1.486010418
65.80146511,61.87422528,56.41313511,6.712999536,3.549383581,0.72642073
65.80146511,61.80780513,56.47314229,6.712999536,3.614200343,0.825743355
65.80146511,60.49302741,56.32491214,6.712999536,1.26701196,0.921995033
65.80146511,61.13307935,56.32491214,6.712999536,2.452233394,0.921995033
65.82043387,61.13307935,56.32491214,6.745826932,2.452233394,0.921995033
65.82043387,60.46038337,56.32491214,6.745826932,1.305708398,0.921995033
65.82043387,61.80780513,56.43034493,6.745826932,3.614200343,0.846690631
64.30531293,61.13307935,56.32491214,8.355959698,2.452233394,0.921995033
65.84107742,59.81338267,56.32491214,6.781553021,0.349872611,0.921995033
64.19422775,61.13307935,56.32491214,8.490862626,2.452233394,0.921995033
65.82043387,61.80780513,56.32491214,6.745826932,3.614200343,0.921995033
64.84296995,61.14218375,56.32491214,7.737478244,2.467870304,0.921995033
63.73845782,61.13307935,56.32491214,9.005429991,2.452233394,0.921995033
65.86473263,61.80780513,57.15911388,6.82249153,3.614200343,1.272821991
65.86473263,63.01948729,57.15911388,6.82249153,3.247227181,1.272821991
65.37365494,63.72384407,56.32491214,7.312551571,3.735849516,0.921995033
64.78848051,61.80780513,56.01462741,7.97603418,3.614200343,1.276330634
64.50624137,61.86499586,56.13968951,8.321301106,3.573542465,1.116050392
65.34566939,61.92420236,56.65359677,7.342461881,3.53388475,0.80931858
65.34566939,61.92420236,56.06035355,7.342461881,3.53388475,1.215704042
64.31842145,61.822004,56.32491214,8.558821758,3.358691316,0.921995033
66.61993025,62.55940379,56.01462741,6.222323768,2.921812349,1.276330634
66.59161828,61.46518915,56.76023903,6.240920005,4.466741912,0.854971248
66.48084143,60.93242708,56.20001928,6.107588114,4.392434753,1.046014359
66.53910058,61.99718847,56.32491214,6.118365642,3.259402172,0.921995033
66.56541746,61.16340881,56.32491214,6.252908333,4.141268679,0.921995033
66.6834472,59.64149615,56.83588785,6.331306274,6.459256234,0.908979408
66.6834472,59.31428512,56.32491214,6.331306274,6.907556783,0.921995033
66.61762439,59.58887113,56.32491214,6.218368058,6.616809969,0.921995033
66.6834472,59.33639924,56.20001928,6.331306274,6.666230066,1.046014359
66.6834472,59.25791538,56.32491214,6.331306274,6.549534643,0.921995033
66.6834472,58.6709477,56.32491214,6.331306274,7.609473077,0.921995033
66.6834472,58.93573176,56.30700462,6.331306274,6.972489327,0.93772224
66.50012269,59.33676981,56.47314229,6.016859954,6.359091051,0.825743355
66.61762439,59.07551891,56.47314229,6.218368058,6.756896366,0.825743355
65.93257011,59.07551891,57.01929505,5.04581587,6.756896366,1.095332891
65.93257011,59.07551891,56.62599775,5.04581587,6.756896366,0.804019845
66.6834472,59.22251532,56.74722381,6.331306274,6.532189822,0.847376637
66.61762439,59.49513252,56.74722381,6.218368058,6.121652479,0.847376637
66.70042031,59.49513252,56.74722381,6.3604348,6.121652479,0.847376637
66.50012269,59.22251532,56.74722381,6.016859954,6.532189822,0.847376637
66.50012269,59.27449964,56.62599775,6.016859954,6.453255371,0.804019845
66.50012269,59.80108929,57.21468129,6.016859954,6.138272395,1.348960054
66.50012269,59.2623419,56.74722381,6.016859954,6.471690057,0.847376637
66.50012269,59.49513252,56.74722381,6.016859954,6.121652479,0.847376637
66.50012269,59.07551891,56.74722381,6.016859954,6.756896366,0.847376637
66.50012269,59.2623419,56.74722381,6.016859954,6.471690057,0.847376637
66.50012269,59.31105538,56.74722381,6.016859954,6.54405109,0.847376637
66.50012269,59.31105538,56.74722381,6.016859954,6.54405109,0.847376637
66.50012269,59.54384601,56.74722381,6.016859954,6.19535644,0.847376637
66.70042031,59.57010756,56.74722381,6.3604348,6.235202647,0.847376637
66.49660895,59.57010756,56.74722381,6.010836199,6.235202647,0.847376637
66.50012269,59.59733089,56.74722381,6.016859954,6.276589083,0.847376637
66.50012269,59.59733089,56.74722381,6.016859954,6.276589083,0.847376637
66.50012269,59.59733089,56.74722381,6.016859954,6.276589083,0.847376637
66.50012269,59.59733089,56.74722381,6.016859954,6.276589083,0.847376637
65.50201522,59.59733089,56.74722381,7.214922446,6.276589083,0.847376637
65.50201522,59.57010756,56.74722381,7.214922446,6.235202647,0.847376637
64.9643582,59.57010756,56.74722381,7.941764272,6.235202647,0.847376637
64.41814664,59.54384601,56.47610626,8.720061899,6.19535644,0.82451971
64.41814664,59.51884702,56.74722381,8.720061899,6.157498521,0.847376637
64.85327302,59.51884702,56.74722381,8.097156038,6.157498521,0.847376637
64.85327302,59.51884702,56.47610626,8.097156038,6.157498521,0.82451971
64.75518366,59.51884702,56.47610626,8.235668156,6.157498521,0.82451971
64.85327302,59.51884702,56.47610626,8.097156038,6.157498521,0.82451971
64.75518366,59.54384601,56.47610626,8.235668156,6.19535644,0.82451971
64.75518366,59.54384601,56.47610626,8.235668156,6.19535644,0.82451971
64.75518366,59.54384601,56.47610626,8.235668156,6.19535644,0.82451971
64.75518366,59.54384601,56.74722381,8.235668156,6.19535644,0.847376637
64.75518366,59.54384601,56.74722381,8.235668156,6.19535644,0.847376637
64.75518366,59.54384601,56.74722381,8.235668156,6.19535644,0.847376637
64.75518366,59.54384601,56.74722381,8.235668156,6.19535644,0.847376637
64.75518366,59.57010756,56.74722381,8.235668156,6.235202647,0.847376637
64.75518366,59.57010756,56.74722381,8.235668156,6.235202647,0.847376637
64.75518366,59.57010756,56.74722381,8.235668156,6.235202647,0.847376637
64.75518366,59.57010756,56.74722381,8.235668156,6.235202647,0.847376637
64.75518366,59.57010756,56.74722381,8.235668156,6.235202647,0.847376637
64.75518366,59.57010756,56.74722381,8.235668156,6.235202647,0.847376637
61.87750922,57.47134594,54.49243918,9.315907908,4.166392912,4.320715532
62.71694557,57.99112052,55.05225144,6.80325177,1.765044012,2.622899515
63.55703489,58.29636921,54.0690888,8.653090366,2.835420089,3.104926061
64.49136673,58.66374636,57.41863129,7.524148398,2.235189736,1.876805555
64.03114768,58.49893225,57.41863129,8.078058321,0.697937254,1.876805555
64.46312281,58.13290625,57.06771805,9.431865363,1.541974188,2.314634709
63.66764485,57.81163654,56.47473357,8.082400636,4.414891185,1.411094293
64.22576142,58.62413409,56.1099133,8.279978898,3.494744456,3.95157555
65.15280905,58.84018234,56.14674164,7.543366223,3.461517311,3.983384396
65.8922049,59.0908693,56.11997144,7.225494512,3.225682147,3.88310794
67.58155798,59.32762795,56.39060791,5.191855224,2.995026393,3.446242183
67.47136058,57.96639383,56.20531599,5.269828933,0.499936738,3.997418503
65.38916166,57.96639383,58.19334213,7.771049102,0.499936738,1.959314189
64.61690595,57.96639383,57.59355509,6.159790449,0.499936738,2.374427821
65.07098949,58.54012475,57.55604392,8.228459946,1.493254598,3.057968956
62.8381826,59.22287166,57.00935464,4.13484469,2.675715092,1.443220568
62.8943398,57.28607431,56.93092199,4.179100598,1.850325761,1.578817329
62.8943398,56.54929751,56.5506754,4.179100598,3.217554643,1.201333072
62.41929121,58.30130016,56.5506754,5.001335551,3.356165194,1.201333072
61.50571855,58.48917445,56.5506754,5.440323798,4.408196163,1.201333072
61.28072874,58.48917445,56.5506754,6.666941484,4.408196163,1.201333072
62.42566693,59.79262973,56.5506754,4.683851045,2.482758455,1.201333072
61.8922126,59.79262973,56.5506754,5.607820668,2.482758455,1.201333072
62.99844722,59.79262973,56.5506754,3.691767091,2.482758455,1.201333072
61.943887,59.79262973,56.19103317,5.518318014,2.482758455,0.733780163
61.8922126,59.79262973,56.01525571,5.607820668,2.482758455,0.799903398
61.88655341,59.29392966,56.61886216,5.617622676,2.808933759,1.157531951
63.08036609,57.53151654,56.26813457,6.723448326,5.093616806,0.816729967
63.61620637,56.8751394,56.26813457,4.328129863,6.118171507,0.816729967
64.1349263,57.29999711,56.10651908,4.978615374,5.363524131,0.662140399
61.91774597,56.99777691,56.26813457,5.644868292,5.923631068,0.816729967
63.26757625,57.37709307,56.26813457,3.606683814,5.330564508,0.816729967
64.832261,57.37709307,56.26813457,4.095202724,5.330564508,0.816729967
64.26879091,57.46624583,56.26813457,3.325894825,5.193406635,0.816729967
63.12350607,57.81902094,56.26813457,3.47515898,4.661276716,0.816729967
63.6193978,56.73946424,56.99421108,2.616250324,6.334731621,1.904662075
62.64998211,58.9363856,56.3711757,1.8424987,3.169545237,0.945843145
61.93590733,58.9363856,56.26813457,3.242144398,3.169545237,0.816729967
62.33090809,58.9363856,56.26813457,3.02979423,3.169545237,0.816729967
61.7690944,58.09710607,56.26813457,3.213371206,1.758660228,0.816729967
61.7690944,57.69850453,56.65700545,3.213371206,1.127332353,1.363576518
61.7690944,58.09710607,56.26813457,3.213371206,1.758660228,0.816729967
61.7690944,57.52526352,56.58172726,3.213371206,0.881018365,1.248084549
62.2924218,58.09710607,56.83165597,2.522187298,1.758660228,1.640147572
61.57219239,58.15445268,56.65700545,3.116632055,1.852959345,1.363576518
61.75792448,58.89307048,56.99421108,2.924238951,3.095760796,1.904662075
60.58972201,58.15445268,56.74133222,3.940521847,1.852959345,2.037489491
61.73511316,56.8677874,57.09754886,2.944474858,2.814726501,2.075148895
61.73511316,58.77876578,57.09754886,2.944474858,2.901355514,2.075148895
59.34815654,57.8141029,56.47391615,6.024937227,1.304275367,1.088555403
58.6131413,58.79914169,56.73336749,7.124136695,4.725783264,1.48325598
57.86652563,58.19245513,56.65700545,8.334773714,3.682066243,1.363576518
59.10361877,57.45383732,56.3711757,6.407884692,2.419684755,0.945843145
57.95948267,57.45383732,56.3711757,6.919010596,2.419684755,0.945843145
58.80113129,58.74084795,56.26813457,6.378763026,2.836975521,0.816729967
57.90374143,58.33238626,56.01525571,7.228628078,2.148434525,0.799903398
59.3343441,60.37129802,56.00139277,5.6311228,5.632366555,0.611428767
58.81314174,59.07748031,56.19103317,5.748704733,3.410265856,0.733780163
58.2643752,58.89307048,56.7219033,7.256620648,3.095760796,1.207904602
57.54608621,58.89307048,56.56623349,8.113260718,3.095760796,1.148633659
58.10453599,58.89307048,57.11568469,8.270499762,3.095760796,1.533855018
58.23410559,58.89307048,56.7219033,7.252207219,3.095760796,1.207904602
59.17618836,58.89307048,56.72681381,5.651841932,3.095760796,1.302121014
57.81606059,58.89307048,56.82985494,7.229965806,3.095760796,1.334654287
57.5955729,58.89307048,57.65572238,7.213128181,3.095760796,2.133454397
57.86111254,59.49975704,57.99292801,6.881147065,4.133278214,2.304279811
57.8425132,59.89535502,57.99292801,7.190775634,4.812913218,2.304279811
57.33025083,59.89535502,57.99292801,7.038436713,4.812913218,2.304279811
58.55895168,59.49975704,57.99292801,6.858894112,4.133278214,2.304279811
58.55895168,59.49975704,57.99292801,6.858894112,4.133278214,2.304279811
58.55895168,58.89307048,57.34493867,6.858894112,3.095760796,1.880586291
58.55895168,58.89307048,56.74133222,6.858894112,3.095760796,2.037489491
58.00435749,58.89307048,57.34493867,6.859234217,3.095760796,1.880586291
58.00435749,58.89307048,57.34493867,6.859234217,3.095760796,1.880586291
58.55895168,59.07748031,57.34493867,6.858894112,3.410265856,1.880586291
58.55895168,59.07748031,57.45289032,6.858894112,3.410265856,1.912354635
57.88427623,58.89307048,57.45289032,6.877001664,3.095760796,1.912354635
58.55895168,58.89307048,57.99292801,6.858894112,3.095760796,2.304279811
58.55895168,58.89307048,57.45289032,6.858894112,3.095760796,1.912354635
58.55895168,58.89307048,57.45289032,6.858894112,3.095760796,1.912354635
58.55895168,58.89307048,57.99292801,6.858894112,3.095760796,2.304279811
58.55895168,58.89307048,57.50304652,6.858894112,3.095760796,1.977220721
58.00435749,58.89307048,57.50304652,6.859234217,3.095760796,1.977220721
